No,Prodi,Angkatan,Kabupaten Sekolah,Propinsi Sekolah,Jalur,Nilai Masuk,IPS 1,IPS 2,IPS 3,IPS 4,IPS 5,IPS 6,IPS 7,IPS 8,SKS 1,SKS 2,SKS 3,SKS 4,SKS 5,SKS 6,SKS 7,SKS 8,Poin,Lama TA,Tgl Masuk USD,Tgl Lulus,Lama Studi Bulan,Lama Studi
1034,TM,2015,Purworejo,Jawa Tengah,Gelombang  ,5.10,3.3,3.13,2.46,2.59,2.52,2.95,3.05,2.0,20,25,24,22,21,19,20,13,15,2,2015-09-01,2020-01-31,52,9
1035,TM,2015,Binjai,Sumatera Utara,Gelombang  ,5.85,3.1,3.05,3.26,2.83,3.09,3.43,2.27,4.0,20,23,23,24,22,21,15,4,21,2,2015-09-01,2019-07-31,46,8
1036,TM,2015,Blitar,Jawa Timur,Gelombang  ,6.35,3.55,3.76,3.29,3.36,3.39,3.75,3.61,4.0,20,23,21,22,18,20,18,4,11,1,2015-09-01,2019-06-28,45,8
1037,TM,2015,Bontang,Kalimantan Timur,Gelombang  ,5.30,3.8,2.39,3.2,2.88,2.91,3.37,3.5,4.0,20,25,20,24,22,19,12,4,10,1,2015-09-01,2019-06-28,45,8
1038,TM,2015,Purworejo,Jawa Tengah,Gelombang  ,6.00,3.2,3.04,3.29,2.88,1.45,2.62,2.68,0.0,20,25,24,24,20,21,19,6,15,3,2015-09-01,2020-07-30,58,10
1039,TM,2015,Jambi,Jambi,Gelombang  ,5.40,3.45,3.0,3.62,3.33,3.48,3.61,3.83,0.0,20,23,24,24,23,23,12,0,13,1,2015-09-01,2019-01-31,40,7
1040,TM,2015,Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Gelombang  ,5.60,3.3,3.39,3.5,3.25,2.71,3.24,3.0,4.0,20,25,24,24,21,21,13,4,11,2,2015-09-01,2019-07-31,46,8
1041,TM,2015,Kebumen,Jawa Tengah,Gelombang  ,4.80,3.1,3.3,3.46,3.42,3.52,3.62,3.4,4.0,20,25,24,24,23,21,9,4,10,2,2015-09-01,2019-07-31,46,8
1042,TM,2015,Klaten,Jawa Tengah,Jalur UNAS ,80.91,2.9,3.38,3.71,2.77,3.05,3.22,3.45,0.0,20,23,24,22,21,23,11,4,12,2,2015-09-01,2020-01-31,52,9
1043,TM,2015,Kediri,Jawa Timur,Gelombang  ,4.65,3.15,3.17,3.12,2.96,2.76,3.37,3.0,3.67,20,25,24,24,21,19,17,6,16,2,2015-09-01,2019-07-31,46,8
1044,TM,2015,Asahan,Sumatera Utara,Jalur UNAS ,80.25,3.4,3.39,3.17,3.0,2.87,3.17,3.54,4.0,20,25,24,24,23,23,17,4,13,2,2015-09-01,2019-07-31,46,8
1045,TM,2015,Siak,Riau,Gelombang  ,5.10,3.4,3.17,3.17,3.0,3.39,3.78,4.0,0.0,20,23,24,24,23,23,7,0,21,1,2015-09-01,2019-01-31,40,7
1046,TM,2015,Klaten,Jawa Tengah,Gelombang  ,5.85,3.55,3.57,3.88,3.27,3.76,3.81,3.82,4.0,20,23,24,22,21,21,15,4,30,2,2015-09-01,2019-06-28,45,8
1047,TM,2015,Pati,Jawa Tengah,Gelombang  ,6.00,3.65,3.65,3.29,3.58,3.26,3.86,4.0,4.0,20,23,24,24,23,21,9,4,20,2,2015-09-01,2019-07-31,46,8
1048,TM,2015,Pekan Baru,Riau,Jalur UNAS ,79.17,3.65,3.87,3.71,3.54,3.65,3.71,3.6,4.0,20,23,24,24,23,21,9,4,10,2,2015-09-01,2019-07-31,46,8
1049,TM,2015,Klaten,Jawa Tengah,Jalur UNAS ,78.17,3.4,3.48,3.92,3.58,3.35,3.71,4.0,4.0,20,23,24,24,23,21,9,4,13,2,2015-09-01,2019-07-31,46,8
1050,TM,2015,Cilegon,Banten,Jalur UNAS ,70.27,3.3,2.96,3.58,3.42,3.65,3.71,3.4,4.0,20,25,24,24,23,21,9,4,10,2,2015-09-01,2019-07-31,46,8
1051,TM,2015,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur UNAS ,78.13,3.4,3.22,3.38,3.0,2.96,3.48,3.56,4.0,20,23,24,24,23,21,13,4,12,2,2015-09-01,2019-07-31,46,8
1052,TM,2015,Klaten,Jawa Tengah,Gelombang  ,4.80,3.05,3.57,3.62,3.45,3.76,3.89,2.8,4.0,20,27,24,22,21,19,15,4,19,2,2015-09-01,2019-06-28,45,8
1053,TM,2015,Magelang,Jawa Tengah,Gelombang  ,5.85,3.65,3.61,3.46,3.79,3.7,3.48,4.0,4.0,20,23,24,24,23,21,9,4,10,2,2015-09-01,2019-07-31,46,8
1054,TM,2015,Purwakarta,Jawa Barat,Jalur UNAS ,73.20,3.4,2.91,3.41,2.96,3.24,3.18,2.53,0.0,20,25,22,24,21,17,17,4,17,3,2015-09-01,2019-09-30,48,9
1055,TM,2015,Magelang,Jawa Tengah,Gelombang  ,5.65,3.45,3.22,3.35,2.79,3.5,3.63,2.54,4.0,20,25,23,24,22,19,13,4,10,2,2015-09-01,2019-06-28,45,8
1056,TM,2015,Semarang,Jawa Tengah,Jalur UNAS ,75.93,3.3,2.91,3.65,3.0,3.27,3.48,3.76,0.0,20,25,20,22,22,23,17,0,12,1,2015-09-01,2019-01-31,40,7
1057,TM,2015,Pringsewu,Lampung,Gelombang  ,5.35,3.1,2.17,2.45,0.59,2.65,3.3,2.68,3.21,20,25,20,20,20,23,22,14,10,1,2015-09-01,2019-07-31,46,8
1058,TM,2015,Siak,Riau,Gelombang  ,7.15,4.0,4.0,3.75,3.54,3.91,4.0,4.0,0.0,20,25,24,24,23,23,7,0,14,1,2015-09-01,2019-01-31,40,7
1059,TM,2015,Tabanan,Bali,Jalur UNAS ,86.57,3.55,2.91,3.5,2.59,2.32,3.33,3.5,4.0,20,25,22,22,22,21,12,4,12,1,2015-09-01,2019-07-31,46,8
1060,TM,2015,Pekalongan,Jawa Tengah,Jalur UNAS ,70.37,3.45,3.17,3.33,3.29,2.7,3.17,3.54,0.0,20,25,24,24,23,23,13,0,10,1,2015-09-01,2019-01-31,40,7
1061,TI,2016,Magelang,Jawa Tengah,Jalur Prestasi Raport ,82.09,3.67,3.5,3.65,3.54,4.0,3.6,3.5,4.0,18,22,20,24,20,20,14,7,16,2,2016-09-01,2020-08-31,47,9
1062,TI,2016,Jakarta Barat,Daerah Khusus Ibukota Jakarta,Jalur Prestasi Raport ,83.25,3.17,3.05,2.8,3.0,3.3,2.95,3.71,4.0,18,22,20,24,20,20,14,7,12,2,2016-09-01,2020-08-31,47,9
1063,TI,2016,Palembang,Sumatera Selatan,Jalur Prestasi Raport ,80.00,3.28,3.23,3.68,3.42,4.0,3.65,3.64,4.0,18,22,22,24,20,23,11,6,19,1,2016-09-01,2020-07-30,46,8
1064,TI,2016,Klaten,Jawa Tengah,Jalur Prestasi Raport ,82.92,3.0,2.95,3.25,2.86,3.57,3.57,3.73,4.0,18,22,20,21,23,23,15,8,18,1,2016-09-01,2020-07-30,46,8
1065,TI,2016,Serang,Banten,Jalur Prestasi Raport ,82.25,2.83,2.55,2.95,2.57,3.3,3.14,3.53,3.73,18,22,20,21,20,22,15,11,15,2,2016-09-01,2020-08-31,47,9
1066,TI,2016,OKU Timur (Ogan Komering Ulu Timur),Sumatera Selatan,Jalur Prestasi Raport ,80.08,2.61,2.73,3.25,2.88,3.55,3.52,3.75,4.0,18,22,20,24,20,21,16,11,19,2,2016-09-01,2020-08-31,47,9
1067,TI,2016,Bekasi,Jawa Barat,Jalur Prestasi Raport ,80.00,2.44,2.86,3.65,3.0,3.18,3.38,3.62,3.22,18,22,20,24,22,21,16,9,20,2,2016-09-01,2020-08-31,47,9
1068,TI,2016,Bekasi,Jawa Barat,Jalur Prestasi Raport ,80.59,2.44,2.65,3.25,2.88,2.87,2.55,3.14,3.17,18,20,20,24,23,20,21,12,15,1,2016-09-01,2020-09-30,48,9
1069,TI,2016,Banyumas,Jawa Tengah,Jalur Prestasi Raport ,78.41,3.33,3.25,3.27,3.5,3.41,3.37,3.69,3.33,18,20,22,24,22,19,13,6,16,2,2016-09-01,2020-08-31,47,9
1070,TI,2016,Sleman,Daerah Istimewa Yogyakarta,Jalur Tes ,6.00,3.17,2.67,3.05,3.37,3.23,3.53,3.56,3.43,18,24,20,19,22,19,16,7,24,2,2016-09-01,2020-08-31,47,9
1071,TI,2016,Sleman,Daerah Istimewa Yogyakarta,Jalur Tes ,6.00,2.44,3.0,2.86,3.12,3.0,3.55,3.67,4.0,18,20,22,24,20,20,21,6,17,1,2016-09-01,2020-07-30,46,8
1072,TI,2016,Semarang,Jawa Tengah,Jalur Prestasi Raport ,82.17,3.83,3.79,4.0,4.0,4.0,3.77,4.0,4.0,18,24,20,22,23,22,9,8,14,1,2016-09-01,2020-07-30,46,8
1073,TI,2016,Deli Serdang,Sumatera Utara,Jalur Tes ,7.30,3.06,3.41,3.68,4.0,3.5,3.61,4.0,4.0,18,22,22,22,20,23,11,6,16,2,2016-09-01,2020-09-30,48,9
1074,TI,2016,Sintang,Kalimantan Barat,Jalur Prestasi Raport ,79.83,2.83,3.14,3.15,3.14,3.35,3.3,3.6,3.73,18,22,20,22,20,20,15,11,22,2,2016-09-01,2020-08-31,47,9
1075,TI,2016,Jakarta Barat,Daerah Khusus Ibukota Jakarta,Jalur Prestasi Seni Olahraga ,78.67,4.0,3.23,3.4,3.84,3.71,3.86,3.73,3.77,18,22,20,19,21,22,11,13,14,2,2016-09-01,2020-08-31,47,9
1076,TI,2016,Mesuji,Lampung,Jalur Tes ,4.70,3.56,2.64,3.45,3.29,3.17,3.59,4.0,4.0,18,22,20,24,23,22,10,6,16,1,2016-09-01,2020-07-30,46,8
1077,TI,2016,Jayapura,Irian Jaya/ Papua,Jalur Tes ,5.40,3.28,2.91,3.09,3.45,3.57,3.77,3.33,4.0,18,22,22,22,23,22,9,6,15,1,2016-09-01,2020-07-30,46,8
1078,TI,2016,Medan,Sumatera Utara,Jalur Tes ,5.20,3.5,2.91,3.55,3.55,3.5,3.0,3.06,3.45,18,22,22,22,20,18,16,11,11,2,2016-09-01,2020-08-31,47,9
1079,TI,2016,Cilacap,Jawa Tengah,Jalur Tes ,5.90,3.67,2.91,3.09,3.05,3.17,3.82,3.75,3.53,18,22,22,22,23,22,12,15,15,1,2016-09-01,2020-07-30,46,8
1080,TI,2016,Kutai Barat,Kalimantan Timur,Jalur Tes ,6.10,3.72,3.27,3.6,3.68,3.71,3.73,4.0,3.57,18,22,20,19,21,22,11,14,19,1,2016-09-01,2020-07-30,46,8
1081,TI,2016,Banjarnegara,Jawa Tengah,Jalur UNAS ,89.95,4.0,3.41,3.59,2.84,3.35,3.04,3.65,3.79,18,22,22,19,20,23,17,14,11,1,2016-09-01,2020-07-30,46,8
1082,TI,2016,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur Tes ,6.70,2.44,2.15,2.8,2.86,3.05,3.2,3.7,3.64,18,20,20,21,20,20,20,11,12,2,2016-09-01,2020-09-30,48,9
1083,TI,2016,Toraja Utara,Sulawesi Selatan,Jalur Tes ,5.30,2.11,2.7,3.14,2.71,2.43,3.23,3.25,3.75,18,20,22,24,23,22,12,12,13,1,2016-09-01,2020-07-30,46,8
1084,TI,2016,Jayapura,Irian Jaya/ Papua,Jalur Tes ,5.90,3.0,2.67,2.55,2.0,2.45,3.05,3.56,2.92,18,24,20,19,20,22,16,13,12,1,2016-09-01,2020-07-30,46,8
1085,TI,2016,Sanggau,Kalimantan Barat,Jalur UNAS ,75.17,3.22,3.05,3.1,3.1,2.96,3.55,4.0,4.0,18,22,20,21,23,20,18,8,15,1,2016-09-01,2020-07-30,46,8
1086,TI,2016,Surakarta,Jawa Tengah,Jalur Tes ,7.30,3.39,2.73,3.0,3.21,3.04,3.29,4.0,3.7,18,22,18,19,24,21,13,10,14,2,2016-09-01,2020-08-31,47,9
1087,TI,2016,Surakarta,Jawa Tengah,Jalur Tes ,6.80,3.44,3.27,3.35,3.14,3.3,3.55,4.0,4.0,18,22,20,21,23,20,15,8,12,1,2016-09-01,2020-07-30,46,8
1088,TI,2016,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur Tes ,8.20,3.67,3.5,3.36,3.68,3.65,4.0,4.0,4.0,18,22,22,19,20,23,14,8,31,1,2016-09-01,2020-07-30,46,8
1089,TI,2016,Pati,Jawa Tengah,Jalur Tes ,7.80,3.83,3.27,3.35,3.0,3.09,3.59,3.84,4.0,18,22,20,21,23,22,19,4,25,1,2016-09-01,2020-07-30,46,8
1090,TI,2016,Madiun,Jawa Timur,Jalur Tes ,6.70,3.11,3.38,3.25,3.53,3.8,3.7,4.0,3.67,18,24,20,19,20,20,20,9,16,1,2016-09-01,2020-07-30,46,8
1091,TI,2016,Tomohon,Sulawesi Utara,Jalur Tes ,8.00,4.0,3.73,3.4,3.92,3.83,3.53,3.69,4.0,18,22,20,24,23,19,13,6,16,1,2016-09-01,2020-07-30,46,8
1092,TI,2016,Pematang Siantar,Sumatera Utara,Jalur UNAS ,81.25,2.72,2.86,3.25,3.57,3.43,3.64,3.85,3.82,18,22,20,21,23,22,13,11,14,1,2016-09-01,2020-07-30,46,8
1093,MAT,2016,Tegal,Jawa Tengah,Jalur Prestasi Raport ,80.17,3.63,2.74,2.83,3.27,2.95,3.45,4.0,0.0,19,23,23,22,22,22,24,0,22,2,2016-09-01,2020-07-30,46,8
1094,MAT,2016,Semarang,Jawa Tengah,Jalur Tes ,7.20,2.89,3.04,3.43,2.92,3.25,2.91,3.47,0.0,19,23,23,24,24,23,17,0,13,1,2016-09-01,2020-01-31,40,7
1095,MAT,2016,Magelang,Jawa Tengah,Jalur Prestasi Raport ,86.67,3.47,2.61,2.57,3.33,2.86,3.0,4.0,4.0,19,23,23,24,22,23,21,10,22,2,2016-09-01,2020-07-30,46,8
1096,MAT,2016,Semarang,Jawa Tengah,Jalur Prestasi Raport ,87.00,3.63,3.48,3.0,3.23,3.52,3.68,4.0,0.0,19,23,23,22,21,22,21,0,18,3,2016-09-01,2020-09-30,48,9
1097,MAT,2016,Batam,Kepulauan Riau,Jalur Prestasi Raport ,81.08,3.47,3.57,3.35,3.32,3.59,3.55,4.0,0.0,19,23,23,22,22,22,16,0,28,1,2016-09-01,2020-01-31,40,7
1098,MAT,2016,Bantul,Daerah Istimewa Yogyakarta,Jalur Tes ,6.50,1.89,2.0,2.1,2.14,2.48,2.74,3.58,3.5,19,20,20,22,23,23,19,6,12,2,2016-09-01,2020-07-30,46,8
1099,MAT,2016,Karawang,Jawa Barat,Jalur Tes ,6.00,2.47,3.1,3.04,2.91,3.52,3.45,3.85,4.0,19,20,23,22,23,22,20,6,17,2,2016-09-01,2020-07-30,46,8
1100,MAT,2016,Gunung Kidul,Daerah Istimewa Yogyakarta,Jalur Tes ,8.00,3.0,3.52,3.87,3.5,3.86,3.63,4.0,0.0,19,23,23,22,21,19,18,0,14,3,2016-09-01,2020-09-30,48,9
1101,MAT,2016,Surakarta,Jawa Tengah,Jalur Tes ,5.70,1.68,2.4,2.7,2.82,2.62,2.7,3.32,3.5,19,20,23,22,24,23,22,12,19,2,2016-09-01,2020-07-30,46,8
1102,MAT,2016,Tangerang,Banten,Jalur Prestasi Raport ,83.50,3.32,2.96,2.87,3.68,3.41,3.45,4.0,0.0,19,23,23,22,22,22,20,0,18,2,2016-09-01,2020-07-30,46,8
1103,MAT,2016,Sleman,Daerah Istimewa Yogyakarta,Jalur Tes ,7.00,2.37,2.4,2.8,3.33,3.74,3.23,3.85,3.38,19,20,20,24,23,22,20,24,12,2,2016-09-01,2020-07-30,46,8
1104,MAT,2016,Surakarta,Jawa Tengah,Jalur Tes ,6.40,3.05,2.78,2.83,2.96,3.14,3.3,3.71,3.6,19,23,23,24,22,23,21,10,17,2,2016-09-01,2020-07-30,46,8
1105,MAT,2016,Sibolga,Sumatera Utara,Jalur UNAS ,85.67,3.79,3.7,3.48,3.68,3.57,3.86,4.0,0.0,19,23,23,22,21,22,15,0,13,1,2016-09-01,2020-01-31,40,7
1106,MAT,2016,Samarinda,Kalimantan Timur,Jalur Prestasi Raport ,92.09,3.79,3.57,3.35,3.82,3.86,4.0,4.0,0.0,19,23,23,22,22,22,17,0,20,1,2016-09-01,2020-01-31,40,7
1107,MAT,2016,Klaten,Jawa Tengah,Jalur Tes ,7.20,3.58,3.43,4.0,3.82,3.9,3.59,4.0,0.0,19,23,23,22,21,22,15,0,11,1,2016-09-01,2020-01-31,40,7
1108,MAT,2016,Magelang,Jawa Tengah,Jalur Tes ,5.80,3.53,3.04,2.83,3.55,3.33,3.61,3.83,0.0,19,23,23,22,21,23,18,0,13,1,2016-09-01,2020-01-31,40,7
1109,MAT,2016,Banyuwangi,Jawa Timur,Jalur Tes ,5.80,3.0,2.65,2.7,2.64,2.43,2.78,3.84,3.46,19,23,23,22,21,23,19,13,25,2,2016-09-01,2020-07-30,46,8
1110,TE,2016,Lampung Tengah,Lampung,Jalur Prestasi Raport ,83.42,3.67,3.7,3.5,3.62,3.77,3.71,3.62,4.0,18,20,22,21,22,21,16,4,26,2,2016-09-01,2020-07-30,46,8
1111,TE,2016,Jambi,Jambi,Jalur Prestasi Seni Olahraga ,81.25,3.56,3.4,3.55,3.48,3.43,3.48,3.61,4.0,18,20,22,23,23,21,18,4,27,3,2016-09-01,2020-08-31,47,9
1112,TE,2016,Metro,Lampung,Jalur Prestasi Raport ,80.88,2.72,2.17,2.43,2.14,2.27,3.0,2.68,1.83,18,18,21,21,22,23,22,12,12,3,2016-09-01,2020-08-31,47,9
1113,TE,2016,Sleman,Daerah Istimewa Yogyakarta,Jalur Tes ,7.65,3.0,3.15,3.37,3.33,2.71,3.68,2.68,3.82,18,20,19,18,17,22,22,11,14,3,2016-09-01,2020-08-31,47,9
1114,TE,2016,Kutai Timur,Kalimantan Timur,Jalur Tes ,5.35,3.06,2.83,2.95,2.9,2.96,3.64,3.9,4.0,18,18,21,20,23,22,20,4,17,2,2016-09-01,2020-07-30,46,8
1115,TE,2016,Surakarta,Jawa Tengah,Jalur Tes ,7.60,3.17,3.0,3.84,3.64,2.6,3.5,4.0,0.0,64,21,19,22,10,10,4,0,12,3,2016-09-01,2019-11-29,38,7
1116,TE,2016,Bekasi,Jawa Barat,Jalur UNAS ,78.50,4.0,4.0,3.73,4.0,3.77,3.79,4.0,4.0,18,18,22,22,22,24,16,7,32,3,2016-09-01,2020-08-31,47,9
1117,TE,2016,Sorong,Papua Barat,Jalur Tes ,6.60,4.0,3.83,3.91,3.82,3.91,4.0,4.0,4.0,18,18,22,22,23,21,16,4,19,2,2016-09-01,2020-07-30,46,8
1118,TE,2016,Sragen,Jawa Tengah,Jalur Tes ,6.40,3.56,3.67,3.59,3.4,3.61,3.64,3.82,4.0,18,18,22,20,23,22,17,4,19,3,2016-09-01,2020-08-31,47,9
1119,TE,2016,Sleman,Daerah Istimewa Yogyakarta,Jalur Tes ,8.45,3.47,3.79,4.0,3.58,4.0,0.0,0.0,0.0,89,24,8,23,4,0,0,0,10,3,2016-09-01,2018-11-30,26,5
1120,TM,2016,Gunung Kidul,Daerah Istimewa Yogyakarta,Jalur Tes ,5.60,3.22,3.5,3.22,2.9,2.91,3.5,4.0,4.0,18,22,23,21,23,24,12,4,16,1,2016-09-01,2020-04-30,43,8
1121,TM,2016,Klaten,Jawa Tengah,Jalur Tes ,5.30,3.11,3.27,3.48,2.95,3.3,3.1,3.87,4.0,18,22,23,21,23,21,19,4,11,2,2016-09-01,2020-07-30,46,8
1122,TM,2016,Klaten,Jawa Tengah,Jalur Prestasi Raport ,77.37,2.89,2.5,2.3,2.24,2.48,3.04,3.05,3.5,18,22,23,21,23,23,21,8,19,1,2016-09-01,2020-07-30,46,8
1123,TM,2016,Bantul,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,82.67,2.89,3.09,3.39,3.1,2.87,3.24,3.75,4.0,18,22,23,21,23,21,20,4,26,2,2016-09-01,2020-06-30,45,8
1124,TM,2016,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,86.59,3.22,3.45,3.52,3.52,3.61,3.68,3.89,0.0,18,22,23,21,23,19,19,0,12,1,2016-09-01,2020-01-31,40,7
1125,TM,2016,Klaten,Jawa Tengah,Jalur Prestasi Raport ,83.74,3.5,3.45,3.65,3.52,3.52,3.83,4.0,4.0,18,22,23,21,23,24,10,4,12,1,2016-09-01,2020-07-30,46,8
1126,TM,2016,Klaten,Jawa Tengah,Jalur Prestasi Raport ,84.50,3.28,3.05,2.87,2.67,3.22,3.24,3.6,4.0,18,22,23,21,23,21,19,4,11,2,2016-09-01,2020-04-30,43,8
1127,TM,2016,Sukabumi,Jawa Barat,Jalur Prestasi Raport ,80.33,3.39,3.36,3.13,3.0,3.35,3.5,3.33,3.78,18,22,23,21,23,20,9,9,13,1,2016-09-01,2020-07-30,46,8
1128,TM,2016,Surakarta,Jawa Tengah,Jalur Prestasi Raport ,77.83,3.28,3.18,3.04,2.86,3.22,3.11,3.31,4.0,18,22,23,21,23,19,13,6,16,1,2016-09-01,2020-07-30,46,8
1129,TM,2016,Cilacap,Jawa Tengah,Jalur Prestasi Raport ,84.42,3.89,3.73,3.92,3.83,3.9,4.0,3.85,4.0,18,22,24,23,21,21,17,4,16,2,2016-09-01,2020-05-29,44,8
1130,TM,2016,Sleman,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,78.75,3.44,3.64,3.42,3.24,3.22,3.52,3.77,4.0,18,22,24,21,23,21,13,4,24,1,2016-09-01,2020-07-30,46,8
1131,TM,2016,Klaten,Jawa Tengah,Jalur Prestasi Raport ,79.75,2.94,3.32,3.12,2.76,2.91,3.24,3.2,4.0,18,22,24,21,23,21,19,4,15,2,2016-09-01,2020-04-30,43,8
1132,TM,2016,Pontianak,Kalimantan Barat,Jalur Prestasi Raport ,87.67,3.83,3.73,3.91,3.92,4.0,4.0,4.0,4.0,18,22,23,24,23,22,13,4,34,1,2016-09-01,2020-04-30,43,8
1133,TM,2016,Kulonprogo,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,79.58,3.5,3.59,3.48,3.38,3.48,3.3,3.69,4.0,18,22,23,21,23,23,17,4,18,2,2016-09-01,2020-04-30,43,8
1134,TM,2016,Magelang,Jawa Tengah,Jalur Tes ,5.95,3.32,3.08,3.05,3.0,3.17,3.4,3.21,0.0,19,24,21,21,23,20,19,0,14,1,2016-09-01,2020-01-31,40,7
1135,TM,2016,Cilacap,Jawa Tengah,Jalur Tes ,7.05,3.44,3.73,3.65,3.1,3.3,3.57,3.47,0.0,18,22,23,21,23,23,19,0,14,1,2016-09-01,2020-01-31,40,7
1136,TM,2016,Klaten,Jawa Tengah,Jalur Prestasi Raport ,82.59,2.89,3.27,3.48,3.19,2.91,3.52,3.53,4.0,18,22,23,21,23,21,15,4,14,1,2016-09-01,2020-07-30,46,8
1137,TM,2016,Palembang,Sumatera Selatan,Jalur Tes ,5.40,3.0,2.77,3.0,2.58,3.09,3.52,3.53,4.0,18,22,23,24,23,21,17,4,20,1,2016-09-01,2020-07-30,46,8
1138,TM,2016,Jakarta Timur,Daerah Khusus Ibukota Jakarta,Jalur Tes ,3.55,2.83,2.64,2.57,2.71,3.0,2.65,2.95,0.0,18,22,23,24,23,23,20,0,13,1,2016-09-01,2020-01-31,40,7
1139,TM,2016,Magelang,Jawa Tengah,Jalur Prestasi Raport ,81.79,2.83,2.95,3.39,3.21,3.35,3.57,3.78,4.0,18,22,23,24,23,21,18,4,11,1,2016-09-01,2020-07-30,46,8
1140,TM,2016,Semarang,Jawa Tengah,Jalur Tes ,4.40,3.28,2.86,3.17,3.25,2.96,3.53,3.5,4.0,18,22,23,24,23,19,18,4,12,1,2016-09-01,2020-07-30,46,8
1141,TM,2016,Klaten,Jawa Tengah,Jalur Tes ,6.00,3.33,3.32,3.13,3.29,3.13,3.32,3.78,4.0,18,22,23,24,23,19,18,4,29,1,2016-09-01,2020-07-30,46,8
1142,TM,2016,Magelang,Jawa Tengah,Jalur Prestasi Raport ,79.25,3.44,3.0,3.0,3.08,3.04,3.21,3.6,4.0,18,22,23,24,23,19,20,4,19,1,2016-09-01,2020-07-30,46,8
1143,TM,2016,Pontianak,Kalimantan Barat,Jalur Tes ,6.50,3.0,2.91,2.83,2.92,3.22,3.26,3.65,4.0,18,22,23,24,23,19,17,4,12,1,2016-09-01,2020-07-30,46,8
1144,TM,2016,Klaten,Jawa Tengah,Jalur Tes ,6.25,3.39,3.45,3.22,3.38,3.35,3.24,3.54,4.0,18,22,23,24,23,21,13,4,14,1,2016-09-01,2020-07-30,46,8
1145,TM,2016,Malang,Jawa Timur,Jalur Tes ,6.20,3.17,3.41,3.3,3.38,3.22,3.68,3.73,4.0,18,22,23,24,23,19,15,4,15,1,2016-09-01,2020-07-30,46,8
1146,TM,2016,Bengkayang,Kalimantan Barat,Jalur Tes ,4.30,3.17,3.0,2.87,2.65,2.91,2.91,3.5,3.33,18,22,23,23,23,23,16,6,10,1,2016-09-01,2020-06-30,45,8
1147,TM,2016,Klaten,Jawa Tengah,Jalur Prestasi Raport ,78.88,3.44,2.91,2.96,2.91,2.91,2.81,3.62,3.33,18,22,23,23,23,21,13,6,10,1,2016-09-01,2020-07-30,46,8
1148,TM,2016,Temanggung,Jawa Tengah,Jalur Tes ,7.45,3.5,3.27,3.57,3.29,3.35,3.47,3.6,4.0,18,22,23,21,23,19,15,4,12,1,2016-09-01,2020-06-30,45,8
1149,TM,2016,Temanggung,Jawa Tengah,Jalur UNAS ,81.50,3.94,4.0,3.91,3.9,4.0,3.89,3.9,0.0,18,22,23,21,23,19,20,0,15,1,2016-09-01,2020-01-31,40,7
1150,TM,2016,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur Tes ,8.80,3.5,3.45,3.35,3.55,3.35,3.37,3.38,4.0,18,22,23,22,23,19,20,4,16,2,2016-09-01,2020-07-30,46,8
1151,TM,2016,Kutai Timur,Kalimantan Timur,Jalur Tes ,8.15,3.11,2.86,2.35,2.33,2.57,2.7,3.06,4.0,18,22,23,21,23,23,18,7,18,1,2016-09-01,2020-07-30,46,8
1152,TM,2016,Rembang,Jawa Tengah,Jalur Tes ,4.80,3.61,3.32,3.22,2.9,3.04,3.37,3.23,4.0,18,22,23,21,23,19,13,7,10,1,2016-09-01,2020-07-30,46,8
1153,TM,2016,Temanggung,Jawa Tengah,Jalur Tes ,5.50,3.67,3.41,3.61,3.3,3.62,3.26,3.47,3.57,18,22,23,23,21,19,19,7,22,2,2016-09-01,2020-07-30,46,8
1154,TM,2016,Sragen,Jawa Tengah,Jalur Tes ,6.85,2.94,3.09,2.87,2.19,2.52,2.7,2.96,2.67,18,22,23,21,21,23,23,6,16,2,2016-09-01,2020-07-30,46,8
1155,TM,2016,Medan,Sumatera Utara,Jalur Tes ,6.20,3.56,3.36,3.39,3.29,3.43,3.71,3.82,3.0,18,22,23,21,23,21,17,3,19,2,2016-09-01,2020-07-30,46,8
1156,TM,2016,Magelang,Jawa Tengah,Jalur UNAS ,79.58,3.22,3.14,3.09,2.62,2.91,3.14,3.47,3.67,18,22,23,21,23,21,19,6,14,1,2016-09-01,2020-07-30,46,8
1157,TM,2016,Jambi,Jambi,Jalur Tes ,6.65,3.22,3.32,2.91,2.14,3.05,2.61,3.35,3.56,18,22,23,21,21,23,21,9,12,2,2016-09-01,2020-07-30,46,8
1158,TM,2016,Kendal,Jawa Tengah,Jalur Tes ,6.70,3.11,3.27,2.96,2.33,2.62,3.39,3.62,4.0,18,22,23,21,21,23,21,4,12,1,2016-09-01,2020-07-30,46,8
