No,Prodi,Angkatan,Kabupaten Sekolah,Propinsi Sekolah,Jalur,Nilai Masuk,IPS 1,IPS 2,IPS 3,IPS 4,IPS 5,IPS 6,IPS 7,IPS 8,SKS 1,SKS 2,SKS 3,SKS 4,SKS 5,SKS 6,SKS 7,SKS 8,Poin,Lama TA,Tgl Masuk USD,Tgl Lulus,Lama Studi Bulan,Lama Studi
404,TM,2012,Medan,Sumatera Utara,Jalur UNAS ,81.08,3.2,3.09,3.04,3.38,3.41,3.11,3.31,3.78,20,23,24,24,22,19,20,9,10,2,01/09/2012,29/07/2016,46,8
405,TM,2012,Lebong,Bengkulu,Jalur UNAS ,77.77,2.65,2.76,2.36,2.75,3,3.24,3.11,3.29,20,21,22,24,22,21,18,14,10,1,01/09/2012,31/08/2016,47,8
406,TM,2012,Klaten,Jawa Tengah,Jalur UNAS ,71.67,2.55,1.05,1.95,1.11,2.5,2.87,2.7,2.36,20,19,20,19,20,23,23,14,10,5,01/09/2012,31/01/2019,76,13
407,TM,2012,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur UNAS ,75.83,2.85,3.05,3.23,2.91,2.83,3.1,3.56,4,20,21,22,22,18,21,16,2,10,3,01/09/2012,30/11/2017,62,11
408,TM,2012,Bandung,Jawa Barat,Jalur UNAS ,80.91,3.55,4,3.82,3.7,3.6,4,4,4,20,21,22,20,20,21,18,4,18,1,01/09/2012,31/08/2016,47,8
409,TM,2012,Sekadau,Kalimantan Barat,Gelombang  ,4.95,3,2.22,2.45,2.18,3.05,3.14,3.82,2.44,20,23,20,22,20,21,11,16,15,1,01/09/2012,31/08/2016,47,8
410,TM,2012,Medan,Sumatera Utara,Jalur UNAS ,79.25,2.85,2.74,2.64,2.85,2.91,3.33,3.88,4,20,23,22,20,22,21,16,3,14,2,01/09/2012,31/07/2017,58,10
411,TM,2012,Surakarta,Jawa Tengah,Jalur Kerjasama ,6.65,3.09,3.26,3.35,3.43,3.1,3.76,0,0,22,23,23,23,20,21,4,4,30,4,01/09/2012,31/10/2016,49,9
412,TM,2012,Surakarta,Jawa Tengah,Jalur Kerjasama ,7.5,3.14,3.65,4,3.58,3.79,3.5,0,4,22,20,23,24,19,18,4,4,10,2,01/09/2012,29/02/2016,41,7
413,TM,2012,Boyolali,Jawa Tengah,Jalur Kerjasama ,5.8,2.52,2.76,2.36,3.43,3.21,3.33,4,0,21,21,22,23,24,15,13,0,10,3,01/09/2012,29/01/2016,40,7
414,TM,2012,Kendal,Jawa Tengah,Gelombang  ,3.95,2.3,2.47,2.4,2.5,2.91,3.05,2.83,1.86,20,19,20,18,22,19,18,7,10,3,01/09/2012,31/01/2018,64,11
415,TM,2012,Jepara,Jawa Tengah,Jalur Kerjasama ,5.3,2.43,2.19,2.75,2.26,2.95,2.43,3,2.57,21,21,20,23,20,21,16,7,13,2,01/09/2012,29/07/2016,46,8
416,TM,2012,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur Kerjasama ,6.5,3.79,4,4,4,0,0,0,0,24,23,13,8,0,0,0,0,10,2,01/09/2012,25/07/2014,22,5
417,TI,2013,Sanggau,Kalimantan Barat,Jalur Prestasi Raport ,77.16,2.75,2.5,2.14,2.75,2.38,2.68,2.68,3,20,22,21,20,21,19,22,15,15,2,01/09/2013,31/10/2017,49,9
418,TI,2013,Sibolga,Sumatera Utara,Jalur Prestasi Raport ,81.91,3.1,3.27,3.33,3.35,3.55,3.37,3.88,4,20,22,18,20,20,19,16,9,15,3,01/09/2013,30/04/2018,55,10
419,TI,2013,Kutai Barat,Kalimantan Timur,Jalur Prestasi Raport ,72.92,2.6,2.64,3.11,2.85,3.25,2.95,3.42,0,20,22,18,20,20,22,19,6,19,2,01/09/2013,31/08/2017,47,9
420,TI,2013,Kutai Timur,Kalimantan Timur,Jalur Prestasi Raport ,75.67,2.65,2.45,3.22,3.32,3.47,3.7,2.78,3,20,22,18,19,19,23,18,12,11,2,01/09/2013,31/01/2018,52,9
421,TI,2013,Bantul,Daerah Istimewa Yogyakarta,Gelombang  ,7.9,3.3,3.73,3.67,3.45,3.32,3.82,3.82,4,20,22,18,22,22,17,17,6,27,1,01/09/2013,30/06/2017,45,8
422,TI,2013,Lubuk Linggau,Sumatera Selatan,Jalur UNAS ,82.1,3.3,3.27,3.83,3.57,3.52,3.33,3.31,4,20,22,18,21,21,21,16,9,14,1,01/09/2013,31/07/2017,46,8
423,TI,2013,Pringsewu,Lampung,Gelombang  ,7.8,3.45,3,3.39,3.45,3.18,3.1,3.5,4,20,22,18,20,22,21,22,6,11,1,01/09/2013,30/06/2017,45,8
424,TI,2013,Magelang,Jawa Tengah,Jalur Prestasi Raport ,74.56,2.5,3,2.44,2.74,2.79,3.19,2.8,2.75,20,22,18,19,19,21,20,14,14,2,01/09/2013,31/01/2018,52,9
425,TI,2013,Palangka Raya,Kalimantan Tengah,Jalur Prestasi Raport ,79,2.4,2.59,3.06,3.39,3.43,4,3.19,0,20,22,18,23,21,19,16,6,10,2,01/09/2013,31/01/2018,52,9
426,TI,2013,Pringsewu,Lampung,Jalur Prestasi Raport ,80.67,3.15,2.91,2.89,2.8,3.1,3.15,2.61,3.5,20,22,18,20,20,20,18,18,13,2,01/09/2013,31/01/2018,52,9
427,TI,2013,Klaten,Jawa Tengah,Gelombang  ,5.1,0.65,1.63,2.1,2.5,2.73,2.45,2.33,2.71,20,19,20,20,24,22,21,14,11,1,01/09/2013,31/07/2019,70,12
428,TI,2013,Jayapura,Irian Jaya/ Papua,Jalur Prestasi Raport ,81.42,3.2,3.09,2.78,3.25,3.11,2.58,3.41,2,20,22,18,20,20,19,22,9,10,2,01/09/2013,31/01/2018,52,9
429,TI,2013,Sintang,Kalimantan Barat,Jalur Prestasi Raport ,78.08,3.15,3.27,3.39,3.2,3.5,3.25,3.42,4,20,22,18,20,22,20,19,10,20,1,01/09/2013,30/06/2017,45,8
430,TI,2013,Boyolali,Jawa Tengah,Jalur Prestasi Raport ,78.75,3.15,3.09,3.83,3.9,3.32,3.21,3.47,2,20,22,18,21,19,19,17,9,28,2,01/09/2013,31/01/2018,52,9
431,TI,2013,Gunung Kidul,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,77.2,2.5,2.55,2.78,3.1,2.86,3.48,3.09,4,20,22,18,21,21,21,22,9,13,2,01/09/2013,31/10/2017,49,9
432,TI,2013,Pare Pare,Sulawesi Selatan,Jalur Prestasi Raport ,83.96,3.15,3.82,3.61,1.77,3.35,1.79,3.44,3.67,20,22,18,22,20,19,16,24,10,2,01/09/2013,31/01/2018,52,9
433,TI,2013,Klaten,Jawa Tengah,Gelombang  ,4.7,2.3,2.3,2.67,2.45,2.55,2.76,2.33,0,20,20,18,22,22,17,18,,16,3,01/09/2013,31/01/2019,64,11
434,TI,2013,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,84.14,3.15,2.86,3.11,3.29,3.76,3.62,2.94,4,20,22,18,21,21,21,16,9,11,2,01/09/2013,31/01/2018,52,9
435,TI,2013,Klaten,Jawa Tengah,Gelombang  ,6.3,3.05,3.05,2.89,3.52,3.26,3.1,2.83,3,20,20,18,21,19,21,18,8,11,2,01/09/2013,31/01/2018,52,9
436,TI,2013,Mataram,Nusa Tenggara Barat,Gelombang  ,5.6,2.75,2.73,2.83,3.14,3.48,3.57,3.1,3,20,22,18,21,21,21,20,9,16,3,01/09/2013,31/07/2018,58,10
437,TI,2013,Banyumas,Jawa Tengah,Jalur Prestasi Raport ,83.66,3.35,3.05,3.33,3.05,2.86,3.84,3.67,0,20,22,18,22,22,19,18,6,20,2,01/09/2013,29/12/2017,51,9
438,TI,2013,OKU Timur (Ogan Komering Ulu Timur),Sumatera Selatan,Gelombang  ,6.2,3.9,3.64,3.5,3.24,3.48,3.9,3.25,4,20,22,18,21,21,21,16,6,19,1,01/09/2013,31/07/2017,46,8
439,TI,2013,Sorong,Papua Barat,Jalur Prestasi Raport ,75.5,2.55,2.77,2.44,2.76,3.32,3.05,3.28,0,20,22,18,21,21,21,18,9,10,2,01/09/2013,31/01/2018,52,9
440,TI,2013,Magelang,Jawa Tengah,Jalur Prestasi Raport ,79.28,3.2,3.09,3,3.32,3.36,3.53,3.58,4,20,22,18,22,22,19,19,9,12,2,01/09/2013,31/08/2017,47,9
441,TI,2013,Sleman,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,80.35,2.75,2.9,3.06,3.1,3.29,3.43,3.33,3.75,20,20,16,21,21,21,18,8,12,1,01/09/2013,31/07/2017,46,8
442,TI,2013,Ende,Nusa Tenggara Timur,Jalur Kerjasama ,6.3,2.85,2.77,3.12,3.19,3.1,3.24,2.89,4,20,22,16,21,21,21,18,6,13,2,01/09/2013,31/08/2017,47,9
443,TI,2013,Kota Waringin Timur,Kalimantan Tengah,Jalur UNAS ,77.62,3.75,3.5,3.61,3.36,2.65,3.65,2.5,3.57,20,22,18,22,20,17,16,13,21,2,01/09/2013,31/01/2018,52,9
444,TI,2013,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,79.49,1.65,2,1.72,2.45,2.65,2.16,2.74,2.5,20,22,18,20,20,19,23,18,15,2,01/09/2013,31/01/2018,52,9
445,TI,2013,Magelang,Jawa Tengah,Jalur UNAS ,91.52,3.3,3.05,2.56,3.1,3.48,3.05,2.7,3,20,22,18,21,21,21,13,12,13,3,01/09/2013,31/01/2019,64,11
446,TI,2013,Banjar Baru,Kalimantan Selatan,Jalur Prestasi Raport ,83.49,3.75,3.36,3.5,3.09,3.59,3.68,3.62,4,20,22,18,22,22,19,16,6,10,1,01/09/2013,31/07/2017,46,8
447,TI,2013,Bekasi,Jawa Barat,Jalur Prestasi Raport ,77.08,3.45,3.55,3.39,3.32,3.59,3.47,3.68,4,20,22,18,22,22,19,19,6,15,1,01/09/2013,30/06/2017,45,8
448,TI,2013,Pontianak,Kalimantan Barat,Jalur Prestasi Raport ,79.14,1.6,1.77,2.61,2.75,2.64,2.24,2.48,3.86,20,22,18,20,22,21,21,13,16,2,01/09/2013,31/01/2018,52,9
449,TI,2013,Belitung,Bangka Belitung,Jalur Prestasi Raport ,78.41,3.9,3.55,4,3.45,3.65,3.53,3.74,4,20,22,18,20,20,19,19,9,13,1,01/09/2013,31/07/2017,46,8
450,TI,2013,Manokwari,Irian Jaya/ Papua,Jalur UNAS ,85.83,2.25,2.55,2.28,2.52,3.14,2.65,3.05,2.5,20,20,18,21,21,23,19,12,9,2,01/09/2013,31/01/2018,52,9
451,TI,2013,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur UNAS ,83.62,2.9,2.8,2.83,3.27,3.1,3.38,2.5,2,20,20,18,22,22,21,18,9,11,2,01/09/2013,31/01/2018,52,9
452,TI,2013,Sleman,Daerah Istimewa Yogyakarta,Gelombang  ,5.3,2.7,2.3,2.5,2.9,3,2.78,3.38,2.4,20,20,18,21,19,23,21,11,20,5,01/09/2013,28/02/2019,65,12
453,TI,2013,Ketapang,Kalimantan Barat,Jalur Prestasi Raport ,86.63,2.35,2.75,3.28,2.86,2.64,2.8,3.22,3.57,20,20,18,22,22,20,18,13,20,2,01/09/2013,31/01/2018,52,9
454,TI,2013,Kulonprogo,Daerah Istimewa Yogyakarta,Gelombang  ,7.8,2.9,3.23,2.67,2.71,2.8,2.28,3.06,3.4,20,22,18,21,20,18,18,11,12,5,01/09/2013,31/07/2019,70,12
455,TI,2013,Bantul,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,79.16,3.1,3.14,3.28,3.35,3.23,3.86,3.81,3,20,22,18,20,22,21,16,6,11,1,01/09/2013,31/07/2017,46,8
456,TI,2013,Sleman,Daerah Istimewa Yogyakarta,Gelombang  ,4.7,2.55,2.41,2.72,2.95,2.77,2.82,2.83,3.67,20,22,18,22,22,17,18,15,10,3,01/09/2013,28/02/2018,53,10
457,TI,2013,Sleman,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,76.33,3.65,3.77,3.56,3.68,3.3,3.71,3.67,4,20,22,18,22,20,21,15,6,17,1,01/09/2013,30/06/2017,45,8
458,TI,2013,Jakarta Barat,Daerah Khusus Ibukota Jakarta,Jalur Prestasi Raport ,74.13,3.2,3.05,3.22,3.57,3.81,3.54,3.13,3,20,22,18,21,16,24,15,9,14,3,01/09/2013,31/07/2018,58,10
459,TI,2013,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur UNAS ,90.15,4,3.86,3.83,3.73,3.5,4,4,4,20,22,18,22,22,21,16,6,35,1,01/09/2013,30/06/2017,45,8
460,TI,2013,Wonogiri,Jawa Tengah,Jalur Prestasi Raport ,80.49,2.9,3.05,2.9,2.81,3.05,3.62,3.33,2,20,22,20,21,19,21,21,9,10,2,01/09/2013,31/01/2018,52,9
461,TI,2013,Palangka Raya,Kalimantan Tengah,Jalur Prestasi Raport ,78,2.1,1.74,2.7,2.61,3.12,3.15,3.21,2.85,20,19,20,23,19,20,24,19,11,4,01/09/2013,31/01/2019,64,11
462,TI,2013,Magelang,Jawa Tengah,Jalur UNAS ,87.35,3,2.82,3.06,3.09,2.91,2.79,3.1,3.33,20,22,18,22,22,14,21,15,12,4,01/09/2013,31/08/2018,59,11
463,TI,2013,Brebes,Jawa Tengah,Jalur Prestasi Raport ,81.42,2.65,2.68,2.85,2.71,2.89,3.29,2.93,3,20,22,20,21,19,21,15,9,10,3,01/09/2013,31/07/2018,58,10
464,TI,2013,Lampung Tengah,Lampung,Jalur Prestasi Raport ,78,3.2,3.14,3.17,3.57,3.63,4,3,4,20,22,18,21,19,24,21,6,19,1,01/09/2013,30/06/2017,45,8
465,TI,2013,Singkawang,Kalimantan Barat,Jalur Prestasi Raport ,78.42,3.55,3.73,3.89,3.45,3.3,4,3.78,4,20,22,18,20,20,23,18,6,21,1,01/09/2013,30/06/2017,45,8
466,TI,2013,Sleman,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,75.83,3.7,3.55,3.61,3.52,3.76,4,2.92,4,20,22,18,21,21,24,13,9,13,2,01/09/2013,30/11/2017,50,9
467,TI,2013,Denpasar,Bali,Jalur Prestasi Raport ,83.75,3.3,2.59,3.11,3.14,3.25,2.82,3.29,4,20,22,18,22,20,17,21,10,10,2,01/09/2013,31/01/2018,52,9
468,TI,2013,Metro,Lampung,Jalur Prestasi Raport ,73.85,1.8,2.25,2,1.55,3,2.22,3.16,2.71,20,20,18,20,12,18,19,17,11,2,01/09/2013,29/03/2019,66,12
469,TI,2013,Kulonprogo,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,75.35,2.8,2.64,2.94,3.17,3.5,3.21,2.7,3.5,20,22,18,23,16,19,20,12,11,2,01/09/2013,31/10/2017,49,9
470,TI,2013,Sleman,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,77.91,3.1,2.82,2.94,3,3,2.85,3.14,2.71,20,22,18,20,20,20,21,13,12,2,01/09/2013,31/01/2018,52,9
471,TI,2013,Cilacap,Jawa Tengah,Jalur Prestasi Raport ,79.25,2.05,1.68,1.85,2.38,2.68,2.91,2.38,2.4,20,19,20,21,19,22,24,16,11,3,01/09/2013,31/07/2018,58,10
472,TI,2013,Palangka Raya,Kalimantan Tengah,Gelombang  ,5.2,1.45,1.32,1.78,2.3,2.2,1.8,2.82,3.07,20,19,18,20,20,15,17,14,11,4,01/09/2013,31/01/2019,64,11
473,TI,2013,Kediri,Jawa Timur,Jalur Prestasi Raport ,75.83,2.7,2.73,2.86,2.61,2.58,3.62,3.33,3.5,20,22,22,23,19,21,15,12,14,2,01/09/2013,31/01/2018,52,9
474,TI,2013,Cilacap,Jawa Tengah,Gelombang  ,8.9,2.55,2.77,3.06,2.91,3,2.57,3.05,3.29,20,22,18,22,22,14,21,20,11,2,01/09/2013,31/01/2018,52,9
475,TI,2013,Klaten,Jawa Tengah,Jalur Prestasi Raport ,78.33,2.9,3.27,2.89,3.05,3.3,2.57,3.19,4,20,22,18,20,22,14,21,15,12,2,01/09/2013,31/01/2018,52,9
476,TI,2013,Magelang,Jawa Tengah,Jalur Prestasi Raport ,77.33,3.05,3.36,3.61,3.32,3.25,3.35,3.5,4,20,22,18,22,20,17,24,10,11,1,01/09/2013,31/07/2017,46,8
477,TI,2013,Wonogiri,Jawa Tengah,Jalur Prestasi Raport ,77,3.1,3.32,3.56,2.85,3.3,3,3.39,4,20,22,18,20,20,20,18,10,11,2,01/09/2013,31/01/2018,52,9
478,TI,2013,Cirebon,Jawa Barat,Jalur Prestasi Raport ,79.41,3.4,2.77,3.25,2.58,2.86,3.38,3.23,3.75,20,22,20,24,22,21,22,12,26,1,01/09/2013,30/06/2017,45,8
479,TI,2013,Bantul,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,78.67,2.55,3.05,3.2,2.85,2.82,2.76,3.35,4,20,22,20,20,22,17,23,13,13,2,01/09/2013,31/01/2018,52,9
480,TI,2013,Pulang Pisau,Kalimantan Tengah,Jalur UNAS ,72.25,2,2.3,2.45,3.05,2.71,3.19,2.76,2.67,20,20,20,21,21,21,21,18,11,3,01/09/2013,31/07/2018,58,10
481,TI,2013,Bantul,Daerah Istimewa Yogyakarta,Gelombang  ,6.4,2.65,2.59,2.72,3.05,3.21,3.33,2.83,0.8,20,22,18,21,21,21,18,11,14,6,01/09/2013,31/01/2020,76,13
482,TI,2013,Magelang,Jawa Tengah,Gelombang  ,7.9,2.75,2.68,3.1,3.24,3.43,3.19,3.33,3,20,22,20,21,23,21,21,10,15,3,01/09/2013,31/07/2018,58,10
483,TI,2013,Metro,Lampung,Gelombang  ,6,2.55,2.5,2.7,3.29,3.24,3.48,2.89,4,20,22,20,21,21,21,18,9,17,3,01/09/2013,31/07/2018,58,10
484,TI,2013,Musi Rawas,Sumatera Selatan,Jalur UNAS ,75.83,3.65,3.73,3.33,3.25,3.75,3.86,3.83,4,20,22,18,20,20,21,18,9,17,2,01/09/2013,29/12/2017,51,9
485,TI,2013,Muara Bungo Tebo,Jambi,Gelombang  ,5.3,1.75,2.05,2.17,2.52,2.43,3.05,2.65,2.57,20,20,18,21,21,21,23,20,13,6,01/09/2013,31/01/2020,76,13
486,TI,2013,Rokan Hilir,Riau,Gelombang  ,5.8,2.2,2.35,2.44,3.05,3.26,3.14,2.9,3,20,20,18,21,21,21,21,8,13,5,01/09/2013,28/02/2019,65,12
487,TI,2013,Sleman,Daerah Istimewa Yogyakarta,Gelombang  ,6.9,3.5,3.45,3.17,3.35,3.55,3.81,3.67,4,20,22,18,20,20,21,18,6,24,1,01/09/2013,30/06/2017,45,8
488,TI,2013,Klaten,Jawa Tengah,Gelombang  ,6.3,2.75,2.32,2.94,2.81,3.11,2.71,3.05,3.57,20,22,18,21,19,21,21,13,12,3,01/09/2013,31/07/2018,58,10
489,TI,2013,Sukabumi,Jawa Barat,Gelombang  ,6,2.22,1.4,2.94,1.48,2,3.05,2.71,1,18,20,18,23,18,19,17,18,12,7,01/09/2013,30/07/2020,82,14
490,TI,2013,Klaten,Jawa Tengah,Gelombang  ,6.4,3.9,3.45,3.89,3.25,3.75,4,3.86,3,20,22,18,20,20,17,21,6,13,1,01/09/2013,30/06/2017,45,8
491,TI,2013,Kapuas Hulu,Kalimantan Barat,Gelombang  ,4.9,2.7,1.95,2.85,3.25,3.18,2.43,2.8,4,20,22,20,20,22,21,15,9,10,3,01/09/2013,31/07/2018,58,10
492,TI,2013,Melawi,Kalimantan Barat,Gelombang  ,4.9,1.6,1.47,1.05,1.75,1.85,2.21,2.05,2.5,20,19,20,20,20,19,20,18,12,2,01/09/2013,31/01/2019,64,11
493,TI,2013,Rembang,Jawa Tengah,Gelombang  ,6.2,3.2,3.41,3.3,3.25,3.35,3.35,3.38,4,20,22,20,20,20,17,21,6,10,1,01/09/2013,31/07/2017,46,8
494,TI,2013,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur UNAS ,78.27,2.65,3,2.95,3.15,3.3,2.94,3.24,0,20,22,20,20,20,17,21,6,10,2,01/09/2013,29/09/2017,48,9
495,TI,2013,Manggarai Barat,Nusa Tenggara Timur,Gelombang  ,6.1,2.65,2.09,2.5,3.1,3.05,2.91,3,3,20,22,20,21,21,22,23,15,10,2,01/09/2013,31/01/2018,52,9
496,TI,2013,Kota Waringin Timur,Kalimantan Tengah,Jalur UNAS ,76.25,3.85,3.5,3.33,3.65,3.3,3.47,3.67,0,20,22,18,20,20,17,21,6,11,4,01/09/2013,31/08/2018,59,11
497,TI,2013,Magelang,Jawa Tengah,Gelombang  ,5.6,3,3.18,3.4,3.15,3.3,3.12,3.48,0,20,22,20,20,20,17,21,6,15,2,01/09/2013,31/01/2018,52,9
498,TI,2013,Sleman,Daerah Istimewa Yogyakarta,Gelombang  ,6.6,3.15,3.59,3.5,3.25,3.41,3.29,3.48,0,20,22,20,20,22,17,21,6,12,2,01/09/2013,31/01/2018,52,9
499,TI,2013,Sintang,Kalimantan Barat,Gelombang  ,5.6,3.1,3.41,3.05,3,2.9,3.35,2.9,4,20,22,20,20,20,17,21,9,17,3,01/09/2013,28/02/2018,53,10
500,MAT,2013,Pemalang,Jawa Tengah,Jalur Prestasi Raport ,78,3.58,3.27,2.74,3.21,3.27,3.39,3.25,3,19,22,23,19,22,23,16,6,30,1,01/09/2013,31/07/2017,46,8
501,MAT,2013,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,81.33,3.21,3.41,3.17,3.64,3.46,3.57,4,0,19,22,23,22,24,23,12,0,18,2,01/09/2013,28/02/2017,41,8
502,MAT,2013,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,77.35,3.42,3.05,2.83,2.95,3.18,3.22,3.23,4,19,22,23,19,22,23,13,6,19,1,01/09/2013,31/05/2017,44,8
503,MAT,2013,Padang,Sumatera Barat,Jalur Prestasi Raport ,82.16,3.89,3.18,3.87,3.86,3.82,3.3,3.6,4,19,22,23,22,22,23,10,8,11,1,01/09/2013,31/07/2017,46,8
504,MAT,2013,Magelang,Jawa Tengah,Jalur Prestasi Raport ,80.33,3.89,3.86,3.3,3.5,3.5,3.65,4,4,19,22,23,22,22,23,10,6,12,1,01/09/2013,31/07/2017,46,8
505,MAT,2013,Klaten,Jawa Tengah,Jalur Prestasi Raport ,83,3.89,3.45,3.3,3.86,3.54,3.48,3.69,0,19,22,23,22,24,23,16,6,10,2,01/09/2013,28/02/2017,41,8
506,MAT,2013,Sanggau,Kalimantan Barat,Jalur Prestasi Raport ,78.83,3.89,3.36,3.17,3.68,3.5,3.17,3.2,3.6,19,22,23,22,24,24,10,10,12,1,01/09/2013,31/07/2017,46,8
507,MAT,2013,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,79.92,3.74,3.59,3.3,3.73,3.92,3.74,4,4,19,22,23,22,24,23,8,6,11,1,01/09/2013,31/05/2017,44,8
508,MAT,2013,Bekasi,Jawa Barat,Jalur Prestasi Raport ,74.66,2.58,2.55,2,1.68,1.89,2.3,2.38,2.36,19,22,23,19,19,20,19,14,11,3,01/09/2013,31/01/2018,52,9
509,MAT,2013,Bekasi,Jawa Barat,Jalur Prestasi Raport ,74.5,2.16,2,1.79,1.42,1.68,2.48,2.43,2.18,19,21,19,19,19,21,21,20,21,4,01/09/2013,31/10/2018,61,11
510,MAT,2013,Muaro Jambi,Jambi,Jalur Prestasi Raport ,82.42,3.16,2.59,2.43,2.74,3.05,2.74,2,3,19,22,23,19,21,23,12,12,18,1,01/09/2013,31/07/2017,46,8
511,MAT,2013,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,84.75,3.21,2.86,2.52,2.95,2.73,3.55,2.94,4,19,22,23,22,22,22,16,10,25,1,01/09/2013,31/07/2017,46,8
512,MAT,2013,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,82,3.58,3.86,3.13,3.73,3.62,3.39,3.38,4,19,22,23,22,24,23,14,6,14,2,01/09/2013,31/07/2017,46,8
513,MAT,2013,Magelang,Jawa Tengah,Jalur Prestasi Raport ,85.75,4,4,4,4,4,3.78,3.8,4,19,22,23,22,22,23,10,6,31,1,01/09/2013,30/06/2017,45,8
514,MAT,2013,Jakarta Timur,Daerah Khusus Ibukota Jakarta,Jalur Prestasi Raport ,80.17,2.95,2.05,1.14,1.67,1.43,2.52,2.7,2.65,19,22,21,21,21,21,23,23,12,3,01/09/2013,31/07/2018,58,10
515,MAT,2013,Cirebon,Jawa Barat,Jalur Prestasi Raport ,83,2.79,2.91,3.09,2.32,2.59,2.61,3.2,3.21,19,22,23,22,22,23,15,17,10,5,01/09/2013,28/02/2019,65,12
516,MAT,2013,Magelang,Jawa Tengah,Jalur UNAS ,81.41,3.42,3.55,2.96,3,3.33,3.65,3.81,3.73,19,22,23,22,24,23,16,11,14,1,01/09/2013,31/07/2017,46,8
517,MAT,2013,Surakarta,Jawa Tengah,Jalur UNAS ,74.33,3.16,2.73,2.74,1.95,2.33,2.67,2.95,1.83,19,22,23,22,21,21,19,18,14,3,01/09/2013,31/07/2018,58,10
518,MAT,2013,Murung Raya,Kalimantan Tengah,Gelombang  ,6.2,3.53,3.05,2.48,2.84,2.82,3.36,3.12,3.75,19,22,23,19,22,22,16,12,22,1,01/09/2013,31/07/2017,46,8
519,MAT,2013,Sumba Timur,Nusa Tenggara Timur,Gelombang  ,7.2,2.53,2.14,2.11,1.62,2.29,2.48,2.89,2.27,19,22,19,21,21,21,21,18,11,2,01/09/2013,30/04/2018,55,10
520,MAT,2013,Palu,Sulawesi Tengah,Gelombang  ,6.3,2.42,2.38,2.05,1.95,2.24,2.14,2.9,2.42,19,21,21,21,21,21,21,22,16,2,01/09/2013,31/01/2018,52,9
521,MAT,2013,Jembrana,Bali,Jalur UNAS ,74.83,3.21,2.36,2.43,2.68,2.92,3.18,3.16,2.57,19,22,21,22,24,22,19,10,10,2,01/09/2013,31/01/2018,52,9
522,MAT,2013,Ngada,Nusa Tenggara Timur,Gelombang  ,5.5,1.95,1.81,0.81,2.21,2.11,2.05,2,2.41,19,21,21,19,19,21,21,20,11,3,01/09/2013,31/07/2018,58,10
523,TE,2013,Palembang,Sumatera Selatan,Gelombang  ,6.85,3.8,3.7,3,2.86,3,0,0,0,20,23,5,11,4,0,0,0,12,3,01/09/2013,31/03/2016,30,5
524,TE,2013,Dili,Timor Leste,Gelombang  ,3.8,2.65,2.61,2.95,3,3,3.67,3.27,3,20,23,20,20,23,24,11,7,20,2,01/09/2013,31/07/2017,46,8
525,TE,2013,OKU Timur (Ogan Komering Ulu Timur),Sumatera Selatan,Jalur Prestasi Raport ,71.25,3,2.9,3.32,3.35,3.42,3.64,4,4,20,20,22,23,24,22,10,7,15,2,01/09/2013,31/07/2017,46,8
526,TE,2013,Cirebon,Jawa Barat,Gelombang  ,5.15,2.05,2.61,2.8,2.95,2.91,3.18,3.38,3.67,20,23,20,20,22,22,13,15,15,2,01/09/2013,31/07/2017,46,8
527,TE,2013,Ketapang,Kalimantan Barat,Gelombang  ,6,2.8,2.64,2.77,3.05,2.86,3.5,3.19,3,20,22,22,21,21,22,16,7,12,3,01/09/2013,31/08/2017,47,9
528,TE,2013,Ketapang,Kalimantan Barat,Jalur Prestasi Raport ,80,3.4,3.09,3.32,3.32,3.62,3.86,4,4,20,23,22,22,21,22,11,4,22,2,01/09/2013,31/07/2017,46,8
529,TE,2013,Balikpapan,Kalimantan Timur,Jalur Prestasi Raport ,76.5,2.3,2.35,2.65,3.05,3.09,3.46,3.07,3.22,20,20,20,21,23,24,15,9,13,2,01/09/2013,31/07/2017,46,8
